session_id,username,remote_address,remote_port,status,timestamp,hour,day_of_week,username_enc,remote_address_enc,status_enc,anomaly,cluster
6083-6405,admin,172.16.0.118,3389,disconnected,2025-07-23 19:47:07,19,2,0,275,1,1,2
9814-2649,admin,192.168.1.169,3389,disconnected,2025-07-21 00:40:15,0,0,0,585,1,-1,1
8686-8527,remote,203.0.113.3,3389,connected,2025-07-16 14:56:58,14,2,6,1193,0,1,0
9455-2312,remote,172.16.0.166,3389,failed,2025-07-08 22:04:30,22,1,6,328,2,1,2
5683-4211,remote,192.168.1.184,3389,connected,2025-07-25 21:44:27,21,4,6,602,0,1,2
5540-7076,guest,10.0.0.218,3389,connected,2025-07-23 21:31:02,21,2,3,132,0,1,2
3606-5421,john,198.51.100.169,3389,connected,2025-07-26 03:57:01,3,5,4,839,0,1,1
2554-7658,user1,10.0.0.23,3389,disconnected,2025-07-10 14:40:22,14,3,9,145,1,1,2
1097-4410,test,203.0.113.174,3389,connected,2025-07-13 08:31:06,8,6,8,1099,0,1,0
6889-3761,user1,10.0.0.68,3389,connected,2025-07-15 00:38:37,0,1,9,219,0,1,1
9062-1052,root,192.168.1.24,3389,connected,2025-07-08 10:35:43,10,1,7,664,0,1,1
9993-7050,bob,10.0.0.76,3389,connected,2025-07-26 04:43:32,4,5,2,228,0,1,1
4778-1222,john,198.51.100.150,3389,connected,2025-07-05 00:34:57,0,5,4,819,0,1,1
3704-8476,user1,192.168.1.254,3389,failed,2025-07-05 00:49:39,0,5,9,680,2,1,1
6245-5790,root,203.0.113.236,3389,connected,2025-07-20 05:05:34,5,6,7,1168,0,1,1
4993-3899,remote,203.0.113.221,3389,failed,2025-07-10 16:02:37,16,3,6,1152,2,1,0
4165-4826,bob,10.0.0.126,3389,disconnected,2025-07-23 22:23:17,22,2,2,30,1,1,2
9391-9942,root,198.51.100.189,3389,disconnected,2025-07-30 08:30:08,8,2,7,861,1,1,1
8010-7135,alice,172.16.0.205,3389,disconnected,2025-07-28 14:18:12,14,0,1,372,1,1,2
5145-2258,root,172.16.0.118,3389,disconnected,2025-07-20 19:05:10,19,6,7,275,1,1,2
1456-4329,remote,203.0.113.124,3389,connected,2025-07-02 11:08:06,11,2,6,1044,0,1,0
2697-1389,guest,172.16.0.178,3389,failed,2025-07-09 16:13:17,16,2,3,341,2,1,2
8874-2012,test,203.0.113.122,3389,disconnected,2025-07-08 01:24:16,1,1,8,1042,1,1,1
8198-5382,remote,192.168.1.198,3389,connected,2025-07-17 18:18:07,18,3,6,617,0,1,2
4033-8919,test,10.0.0.72,3389,connected,2025-07-15 06:11:37,6,1,8,224,0,1,1
4890-6994,remote,192.168.1.181,3389,connected,2025-07-27 19:10:44,19,6,6,599,0,1,2
4635-1888,alice,192.168.1.24,3389,disconnected,2025-07-07 18:19:17,18,0,1,664,1,1,0
6593-4796,test,192.168.1.231,3389,disconnected,2025-07-16 00:35:07,0,2,8,655,1,1,1
6807-4475,admin,10.0.0.218,3389,disconnected,2025-07-26 03:41:56,3,5,0,132,1,1,1
9891-4612,alice,172.16.0.14,3389,disconnected,2025-07-11 20:09:53,20,4,1,299,1,1,2
4928-4095,alice,172.16.0.44,3389,failed,2025-07-21 13:39:12,13,0,1,447,2,1,2
7260-9386,rdp_user,203.0.113.136,3389,failed,2025-07-15 10:32:09,10,1,5,1057,2,1,0
3386-5636,guest,203.0.113.162,3389,disconnected,2025-07-05 15:33:42,15,5,3,1086,1,1,0
6731-6935,test,198.51.100.145,3389,disconnected,2025-07-27 20:47:57,20,6,8,813,1,1,0
5845-1872,admin,10.0.0.183,3389,failed,2025-07-19 12:19:20,12,5,0,93,2,1,2
7021-1782,bob,10.0.0.62,3389,failed,2025-07-10 22:54:55,22,3,2,213,2,1,2
1083-7297,guest,198.51.100.14,3389,connected,2025-07-16 10:50:58,10,2,3,807,0,1,1
2223-4780,admin,203.0.113.94,3389,connected,2025-07-10 14:11:00,14,3,0,1264,0,1,0
6232-1423,remote,192.168.1.155,3389,failed,2025-07-24 03:39:47,3,3,6,570,2,1,1
1957-4304,alice,172.16.0.114,3389,disconnected,2025-07-19 17:40:30,17,5,1,271,1,1,2
5645-5164,user1,172.16.0.247,3389,connected,2025-07-07 00:54:00,0,0,9,418,0,-1,1
4313-1905,bob,10.0.0.69,3389,connected,2025-07-02 19:04:08,19,2,2,220,0,1,2
4539-6173,alice,10.0.0.107,3389,connected,2025-07-19 19:04:23,19,5,1,9,0,1,2
3824-6428,alice,203.0.113.205,3389,connected,2025-07-29 18:01:34,18,1,1,1134,0,1,0
9862-8455,guest,192.168.1.120,3389,connected,2025-07-11 17:04:14,17,4,3,532,0,1,2
3347-1143,guest,172.16.0.46,3389,disconnected,2025-07-08 14:45:21,14,1,3,449,1,1,2
2239-1771,user1,192.168.1.130,3389,failed,2025-07-26 16:30:55,16,5,9,543,2,1,2
3859-8034,root,198.51.100.167,3389,connected,2025-07-29 03:02:28,3,1,7,837,0,1,1
3966-6349,admin,172.16.0.142,3389,failed,2025-07-02 20:59:26,20,2,0,302,2,1,2
4362-7876,bob,198.51.100.138,3389,connected,2025-07-07 20:17:10,20,0,2,805,0,1,0
6495-5178,user1,10.0.0.150,3389,failed,2025-07-19 03:03:43,3,5,9,57,2,1,1
3600-3114,test,10.0.0.78,3389,connected,2025-07-11 15:17:19,15,4,8,230,0,1,2
5498-9036,guest,10.0.0.100,3389,failed,2025-07-04 07:57:15,7,4,3,2,2,1,2
8910-9367,john,203.0.113.235,3389,connected,2025-07-12 15:47:06,15,5,4,1167,0,1,0
8174-5636,alice,192.168.1.180,3389,failed,2025-07-21 12:37:53,12,0,1,598,2,1,1
8231-6000,alice,198.51.100.119,3389,failed,2025-07-06 13:16:35,13,6,1,784,2,1,0
7648-6689,admin,203.0.113.13,3389,failed,2025-07-09 03:30:56,3,2,0,1050,2,1,1
2185-6920,test,172.16.0.66,3389,failed,2025-07-30 21:10:52,21,2,8,471,2,1,2
2552-5105,remote,198.51.100.199,3389,connected,2025-07-17 02:08:34,2,3,6,872,0,1,1
1761-2820,guest,198.51.100.213,3389,disconnected,2025-07-13 09:27:53,9,6,3,889,1,1,0
6334-8892,user1,203.0.113.101,3389,disconnected,2025-07-04 00:33:18,0,4,9,1019,1,1,1
5980-1573,guest,203.0.113.17,3389,failed,2025-07-06 14:04:15,14,6,3,1094,2,1,0
6863-4696,john,203.0.113.107,3389,connected,2025-07-28 19:31:07,19,0,4,1025,0,1,0
1389-2406,remote,10.0.0.214,3389,connected,2025-07-07 23:58:23,23,0,6,128,0,1,2
7549-1993,remote,198.51.100.165,3389,disconnected,2025-07-16 13:04:54,13,2,6,835,1,1,0
4989-2115,guest,203.0.113.180,3389,failed,2025-07-04 12:48:38,12,4,3,1106,2,1,0
9814-9485,root,198.51.100.112,3389,disconnected,2025-07-25 05:03:14,5,4,7,777,1,1,1
8688-9621,alice,198.51.100.176,3389,connected,2025-07-05 03:17:08,3,5,1,847,0,1,1
9874-6948,alice,172.16.0.187,3389,connected,2025-07-16 04:22:49,4,2,1,351,0,1,1
1786-1227,test,10.0.0.55,3389,connected,2025-07-12 13:16:53,13,5,8,205,0,1,2
6864-9806,test,203.0.113.23,3389,connected,2025-07-05 06:39:52,6,5,8,1161,0,1,0
7056-5662,admin,10.0.0.241,3389,connected,2025-07-25 02:26:56,2,4,0,158,0,1,1
9698-2374,remote,192.168.1.155,3389,failed,2025-07-29 20:50:13,20,1,6,570,2,1,2
6449-7537,rdp_user,10.0.0.20,3389,failed,2025-07-18 11:02:55,11,4,5,112,2,1,2
4737-4258,user1,192.168.1.217,3389,connected,2025-07-29 06:12:03,6,1,9,639,0,1,1
2635-8683,rdp_user,10.0.0.137,3389,connected,2025-07-10 14:32:28,14,3,5,42,0,1,2
5557-1740,user1,192.168.1.129,3389,disconnected,2025-07-30 18:25:10,18,2,9,541,1,1,2
6312-7521,root,10.0.0.139,3389,connected,2025-07-18 00:37:42,0,4,7,44,0,1,1
9142-6472,rdp_user,172.16.0.242,3389,disconnected,2025-07-28 15:51:10,15,0,5,413,1,1,2
7426-2268,remote,10.0.0.229,3389,disconnected,2025-07-08 00:47:41,0,1,6,144,1,1,1
2869-3655,rdp_user,10.0.0.237,3389,connected,2025-07-15 09:13:37,9,1,5,153,0,1,2
2100-6333,admin,203.0.113.177,3389,disconnected,2025-07-02 22:54:31,22,2,0,1102,1,1,0
3618-3113,john,172.16.0.135,3389,failed,2025-07-20 04:15:28,4,6,4,294,2,1,1
5333-4871,root,192.168.1.73,3389,disconnected,2025-07-09 09:54:30,9,2,7,733,1,1,1
1466-2624,remote,198.51.100.250,3389,disconnected,2025-07-13 18:09:27,18,6,6,930,1,1,0
4431-6185,bob,10.0.0.200,3389,disconnected,2025-07-17 11:01:04,11,3,2,113,1,1,2
3770-7748,alice,192.168.1.98,3389,failed,2025-07-11 14:52:52,14,4,1,760,2,1,0
2759-6803,test,10.0.0.81,3389,disconnected,2025-07-25 00:08:19,0,4,8,234,1,1,1
4364-4899,rdp_user,10.0.0.227,3389,connected,2025-07-17 16:00:23,16,3,5,142,0,1,2
9558-7043,guest,203.0.113.194,3389,failed,2025-07-29 16:35:07,16,1,3,1121,2,1,0
6703-6836,test,172.16.0.41,3389,disconnected,2025-07-24 20:09:59,20,3,8,444,1,1,2
2061-7384,admin,203.0.113.19,3389,failed,2025-07-29 19:07:42,19,1,0,1116,2,1,0
5791-4178,root,10.0.0.141,3389,disconnected,2025-07-21 19:25:44,19,0,7,47,1,1,2
1925-9509,alice,198.51.100.9,3389,connected,2025-07-29 07:58:52,7,1,1,1005,0,1,1
2327-5672,alice,198.51.100.198,3389,disconnected,2025-07-24 08:07:00,8,3,1,871,1,1,1
4761-3712,remote,203.0.113.72,3389,connected,2025-07-26 19:31:04,19,5,6,1240,0,1,0
3883-9056,admin,192.168.1.83,3389,failed,2025-07-14 07:21:56,7,0,0,744,2,1,1
4046-6935,rdp_user,192.168.1.158,3389,disconnected,2025-07-24 03:37:48,3,3,5,573,1,1,1
1297-9820,admin,198.51.100.113,3389,connected,2025-07-29 23:13:11,23,1,0,778,0,1,0
1097-7327,test,198.51.100.109,3389,disconnected,2025-07-13 23:01:38,23,6,8,773,1,1,0
7502-8360,alice,198.51.100.231,3389,connected,2025-07-25 11:02:56,11,4,1,909,0,1,0
3526-8780,root,192.168.1.238,3389,disconnected,2025-07-17 14:31:27,14,3,7,662,1,1,2
5230-7196,rdp_user,10.0.0.85,3389,connected,2025-07-21 09:26:47,9,0,5,238,0,1,2
1024-9554,admin,198.51.100.155,3389,connected,2025-07-17 02:31:46,2,3,0,824,0,1,1
7876-5930,john,192.168.1.98,3389,connected,2025-07-13 00:00:22,0,6,4,760,0,1,1
8989-5309,guest,203.0.113.211,3389,connected,2025-07-21 19:20:33,19,0,3,1141,0,1,0
6156-9144,bob,172.16.0.172,3389,failed,2025-07-30 03:16:48,3,2,2,335,2,1,1
6439-9576,test,198.51.100.11,3389,failed,2025-07-23 21:46:25,21,2,8,774,2,1,0
8513-5931,alice,203.0.113.117,3389,connected,2025-07-11 10:00:16,10,4,1,1036,0,1,0
6837-4641,guest,172.16.0.251,3389,disconnected,2025-07-30 03:44:53,3,2,3,423,1,1,1
4135-4340,admin,10.0.0.96,3389,disconnected,2025-07-16 09:37:01,9,2,0,250,1,1,2
5500-4014,remote,172.16.0.63,3389,failed,2025-07-25 13:32:48,13,4,6,468,2,1,2
8605-7991,guest,192.168.1.49,3389,connected,2025-07-21 15:55:40,15,0,3,706,0,1,0
6293-3225,bob,192.168.1.222,3389,failed,2025-07-14 15:09:38,15,0,2,645,2,1,0
2988-3226,user1,198.51.100.24,3389,failed,2025-07-20 23:37:29,23,6,9,918,2,-1,0
3585-4825,test,10.0.0.69,3389,disconnected,2025-07-08 20:55:19,20,1,8,220,1,1,2
5883-7524,john,203.0.113.176,3389,connected,2025-07-03 00:28:12,0,3,4,1101,0,1,1
8547-2470,remote,203.0.113.82,3389,disconnected,2025-07-11 22:27:25,22,4,6,1251,1,1,0
1729-6459,user1,203.0.113.59,3389,disconnected,2025-07-18 06:38:14,6,4,9,1225,1,1,0
3813-1585,root,172.16.0.169,3389,failed,2025-07-11 07:51:23,7,4,7,331,2,1,1
1369-6372,root,10.0.0.149,3389,failed,2025-07-27 00:38:57,0,6,7,55,2,-1,1
4059-8013,remote,198.51.100.117,3389,connected,2025-07-19 03:55:01,3,5,6,782,0,1,1
1982-4807,test,198.51.100.93,3389,disconnected,2025-07-25 04:57:00,4,4,8,1009,1,1,1
2008-5721,remote,198.51.100.201,3389,connected,2025-07-05 20:38:57,20,5,6,876,0,1,0
6107-4618,alice,192.168.1.83,3389,failed,2025-07-05 22:28:47,22,5,1,744,2,1,0
6673-8954,user1,198.51.100.191,3389,disconnected,2025-07-29 08:02:26,8,1,9,864,1,1,1
9440-4816,admin,203.0.113.193,3389,failed,2025-07-06 07:39:58,7,6,0,1120,2,1,0
5596-8974,admin,172.16.0.116,3389,connected,2025-07-25 17:24:48,17,4,0,273,0,1,2
1803-1141,admin,203.0.113.51,3389,connected,2025-07-15 13:00:41,13,1,0,1217,0,1,0
6778-5596,bob,172.16.0.246,3389,connected,2025-07-30 14:01:09,14,2,2,417,0,1,2
2267-6496,test,10.0.0.75,3389,connected,2025-07-25 03:54:14,3,4,8,227,0,1,1
5706-4342,remote,172.16.0.155,3389,disconnected,2025-07-26 21:40:33,21,5,6,316,1,1,2
1715-7162,alice,172.16.0.138,3389,connected,2025-07-05 13:52:22,13,5,1,297,0,1,2
9751-9361,bob,198.51.100.251,3389,disconnected,2025-07-07 18:26:55,18,0,2,931,1,1,0
5260-5697,alice,10.0.0.104,3389,failed,2025-07-25 17:28:53,17,4,1,6,2,1,2
7310-8079,remote,203.0.113.13,3389,disconnected,2025-07-12 18:11:09,18,5,6,1050,1,1,0
3879-2316,remote,10.0.0.188,3389,connected,2025-07-27 04:57:25,4,6,6,98,0,1,1
1251-6590,remote,198.51.100.82,3389,disconnected,2025-07-10 02:15:55,2,3,6,997,1,1,1
8245-2435,user1,10.0.0.37,3389,connected,2025-07-21 13:02:30,13,0,9,185,0,1,2
6729-2243,alice,198.51.100.90,3389,disconnected,2025-07-11 17:08:36,17,4,1,1006,1,1,0
8326-2137,rdp_user,203.0.113.132,3389,disconnected,2025-07-17 03:07:46,3,3,5,1053,1,1,1
8782-6935,bob,10.0.0.50,3389,failed,2025-07-29 04:14:51,4,1,2,200,2,1,1
3893-6903,remote,172.16.0.114,3389,connected,2025-07-27 05:57:32,5,6,6,271,0,1,1
2166-7585,john,203.0.113.42,3389,connected,2025-07-17 15:41:15,15,3,4,1207,0,1,0
9150-2433,remote,198.51.100.22,3389,disconnected,2025-07-03 19:34:43,19,3,6,896,1,1,0
8919-3499,guest,203.0.113.36,3389,failed,2025-07-10 06:51:42,6,3,3,1200,2,1,0
2397-6236,user1,172.16.0.128,3389,disconnected,2025-07-25 01:17:40,1,4,9,286,1,1,1
7567-4183,root,203.0.113.246,3389,connected,2025-07-01 05:59:36,5,1,7,1179,0,1,1
5426-9896,remote,10.0.0.171,3389,connected,2025-07-18 21:51:26,21,4,6,80,0,1,2
8592-8481,root,192.168.1.125,3389,connected,2025-07-17 04:29:39,4,3,7,537,0,1,1
3318-1109,root,172.16.0.172,3389,failed,2025-07-06 15:49:33,15,6,7,335,2,1,2
3253-3228,root,192.168.1.51,3389,failed,2025-07-23 06:19:52,6,2,7,709,2,1,1
3224-5279,john,10.0.0.119,3389,connected,2025-07-21 12:07:03,12,0,4,22,0,1,2
4858-6198,rdp_user,203.0.113.180,3389,disconnected,2025-07-29 04:33:36,4,1,5,1106,1,1,1
9999-2102,alice,198.51.100.41,3389,disconnected,2025-07-06 18:17:21,18,6,1,952,1,1,0
8907-2933,remote,172.16.0.176,3389,disconnected,2025-07-09 23:36:04,23,2,6,339,1,1,2
1728-5341,alice,172.16.0.26,3389,disconnected,2025-07-16 19:59:58,19,2,1,427,1,1,2
8355-4385,john,198.51.100.194,3389,failed,2025-07-04 18:26:36,18,4,4,867,2,1,0
7110-2350,alice,172.16.0.146,3389,connected,2025-07-23 10:43:00,10,2,1,306,0,1,2
3140-8445,admin,10.0.0.72,3389,connected,2025-07-05 15:25:21,15,5,0,224,0,1,2
9494-6218,user1,198.51.100.234,3389,connected,2025-07-04 18:09:25,18,4,9,912,0,1,0
4814-6146,alice,192.168.1.156,3389,disconnected,2025-07-27 04:15:12,4,6,1,571,1,1,1
8427-6122,admin,172.16.0.115,3389,disconnected,2025-07-28 18:58:10,18,0,0,272,1,1,2
9319-9773,test,172.16.0.118,3389,connected,2025-07-16 09:06:47,9,2,8,275,0,1,2
6441-8471,rdp_user,192.168.1.218,3389,connected,2025-07-20 07:18:16,7,6,5,640,0,1,1
1802-6419,rdp_user,192.168.1.208,3389,failed,2025-07-04 06:53:00,6,4,5,629,2,1,1
3514-1668,root,192.168.1.58,3389,connected,2025-07-21 10:37:58,10,0,7,716,0,1,1
4695-5478,test,192.168.1.223,3389,connected,2025-07-18 15:09:00,15,4,8,646,0,1,2
7429-2969,test,10.0.0.110,3389,failed,2025-07-15 04:17:17,4,1,8,13,2,1,1
5463-4293,user1,198.51.100.159,3389,connected,2025-07-29 21:31:42,21,1,9,828,0,1,0
9278-5995,john,172.16.0.60,3389,connected,2025-07-11 13:57:00,13,4,4,465,0,1,2
6011-6938,rdp_user,192.168.1.113,3389,connected,2025-07-08 16:57:44,16,1,5,524,0,1,2
2002-4388,root,172.16.0.74,3389,connected,2025-07-14 05:19:54,5,0,7,480,0,1,1
3341-5042,test,10.0.0.74,3389,connected,2025-07-11 18:59:02,18,4,8,226,0,1,2
9050-6775,bob,198.51.100.190,3389,disconnected,2025-07-18 22:05:43,22,4,2,863,1,1,0
5584-8657,root,203.0.113.149,3389,disconnected,2025-07-29 14:23:13,14,1,7,1071,1,1,0
4218-7454,rdp_user,203.0.113.122,3389,connected,2025-07-24 00:09:52,0,3,5,1042,0,1,1
2624-1621,root,203.0.113.250,3389,failed,2025-07-26 06:24:49,6,5,7,1184,2,1,0
3279-7299,guest,192.168.1.129,3389,disconnected,2025-07-29 23:58:55,23,1,3,541,1,1,2
5337-7389,guest,203.0.113.182,3389,disconnected,2025-07-06 20:02:48,20,6,3,1108,1,1,0
6784-9670,admin,198.51.100.229,3389,connected,2025-07-18 15:47:31,15,4,0,906,0,1,0
2559-7765,user1,192.168.1.141,3389,disconnected,2025-07-17 10:47:56,10,3,9,555,1,1,2
5146-7875,guest,203.0.113.142,3389,disconnected,2025-07-07 18:16:29,18,0,3,1064,1,1,0
3108-5138,john,172.16.0.157,3389,connected,2025-07-20 13:03:05,13,6,4,318,0,1,2
9707-8010,user1,192.168.1.241,3389,failed,2025-07-28 10:23:00,10,0,9,666,2,1,1
4143-4665,guest,198.51.100.11,3389,failed,2025-07-21 16:30:40,16,0,3,774,2,1,0
1477-2296,admin,10.0.0.188,3389,failed,2025-07-02 11:00:26,11,2,0,98,2,1,2
5626-5632,guest,192.168.1.84,3389,failed,2025-07-24 07:04:11,7,3,3,745,2,1,1
6184-3746,john,172.16.0.55,3389,connected,2025-07-18 10:39:56,10,4,4,459,0,1,2
7135-3730,remote,203.0.113.76,3389,failed,2025-07-04 09:40:49,9,4,6,1244,2,1,0
5328-5626,remote,203.0.113.77,3389,connected,2025-07-07 22:23:58,22,0,6,1245,0,-1,0
1046-7187,admin,172.16.0.45,3389,failed,2025-07-23 07:26:26,7,2,0,448,2,1,1
6676-2920,rdp_user,10.0.0.50,3389,connected,2025-07-01 18:19:31,18,1,5,200,0,1,2
5957-2729,admin,172.16.0.5,3389,connected,2025-07-10 13:53:05,13,3,0,453,0,1,2
1814-4143,user1,10.0.0.81,3389,disconnected,2025-07-30 17:53:47,17,2,9,234,1,1,2
2776-8242,alice,203.0.113.195,3389,connected,2025-07-02 02:18:44,2,2,1,1122,0,1,1
4574-1870,alice,10.0.0.56,3389,connected,2025-07-02 18:50:31,18,2,1,206,0,1,2
4999-5715,alice,10.0.0.88,3389,connected,2025-07-24 09:43:15,9,3,1,241,0,1,2
4271-3625,root,203.0.113.162,3389,connected,2025-07-25 15:57:43,15,4,7,1086,0,1,0
1788-5666,remote,10.0.0.199,3389,failed,2025-07-23 00:00:07,0,2,6,110,2,1,1
5051-7812,alice,192.168.1.49,3389,connected,2025-07-16 14:57:13,14,2,1,706,0,1,0
4644-1437,root,192.168.1.104,3389,failed,2025-07-28 13:35:28,13,0,7,514,2,1,2
6959-4697,admin,192.168.1.13,3389,failed,2025-07-07 08:09:18,8,0,0,542,2,1,1
6514-4708,user1,198.51.100.67,3389,connected,2025-07-05 10:34:59,10,5,9,980,0,1,0
7731-4979,bob,10.0.0.30,3389,failed,2025-07-11 11:57:03,11,4,2,178,2,1,2
4071-7941,rdp_user,192.168.1.1,3389,disconnected,2025-07-23 15:36:42,15,2,5,508,1,1,2
3543-1600,admin,172.16.0.148,3389,connected,2025-07-22 23:03:11,23,1,0,308,0,1,2
7552-3308,user1,172.16.0.133,3389,failed,2025-07-28 16:34:26,16,0,9,292,2,1,2
4098-4624,user1,192.168.1.121,3389,disconnected,2025-07-11 17:37:54,17,4,9,533,1,1,2
5725-2866,user1,10.0.0.70,3389,disconnected,2025-07-28 12:29:53,12,0,9,222,1,1,2
1189-3982,guest,198.51.100.159,3389,connected,2025-07-21 23:33:58,23,0,3,828,0,1,0
3563-5388,bob,203.0.113.90,3389,connected,2025-07-29 19:55:24,19,1,2,1260,0,1,0
6630-5199,root,172.16.0.246,3389,failed,2025-07-08 13:16:38,13,1,7,417,2,1,2
6879-6226,user1,172.16.0.15,3389,connected,2025-07-16 12:39:02,12,2,9,310,0,1,2
1978-6006,test,203.0.113.4,3389,connected,2025-07-28 13:43:51,13,0,8,1204,0,1,0
7322-8349,rdp_user,10.0.0.46,3389,failed,2025-07-22 12:48:40,12,1,5,195,2,1,2
9575-8932,user1,198.51.100.54,3389,failed,2025-07-11 09:48:13,9,4,9,966,2,1,0
3740-1541,rdp_user,198.51.100.254,3389,disconnected,2025-07-12 15:42:22,15,5,5,934,1,1,0
9417-2436,root,10.0.0.197,3389,connected,2025-07-21 23:14:21,23,0,7,108,0,-1,2
8619-9574,admin,203.0.113.40,3389,connected,2025-07-22 16:21:33,16,1,0,1205,0,1,0
1555-8009,rdp_user,172.16.0.231,3389,failed,2025-07-01 18:27:09,18,1,5,401,2,1,2
1129-6909,guest,198.51.100.42,3389,disconnected,2025-07-26 11:42:53,11,5,3,953,1,1,0
2503-6741,guest,10.0.0.50,3389,failed,2025-07-18 08:32:26,8,4,3,200,2,1,2
1190-9807,bob,192.168.1.47,3389,connected,2025-07-01 03:00:23,3,1,2,704,0,1,1
2496-4488,admin,192.168.1.203,3389,connected,2025-07-27 01:13:42,1,6,0,624,0,1,1
3251-1791,root,192.168.1.226,3389,connected,2025-07-10 18:38:56,18,3,7,649,0,1,2
8769-7055,remote,172.16.0.47,3389,disconnected,2025-07-01 15:09:06,15,1,6,450,1,1,2
2447-5580,alice,172.16.0.52,3389,disconnected,2025-07-09 02:34:08,2,2,1,456,1,1,1
1465-1923,test,198.51.100.129,3389,failed,2025-07-19 00:30:33,0,5,8,795,2,1,1
3862-5043,bob,10.0.0.118,3389,disconnected,2025-07-06 09:59:46,9,6,2,21,1,1,2
7695-6508,admin,172.16.0.116,3389,connected,2025-07-14 20:40:57,20,0,0,273,0,1,2
3524-9980,bob,198.51.100.202,3389,failed,2025-07-09 19:24:36,19,2,2,877,2,1,0
4537-2838,john,192.168.1.173,3389,connected,2025-07-23 23:00:19,23,2,4,590,0,1,2
6144-8904,alice,198.51.100.239,3389,failed,2025-07-30 04:59:57,4,2,1,917,2,1,1
5965-9314,guest,192.168.1.212,3389,connected,2025-07-07 20:37:50,20,0,3,634,0,1,2
3524-2664,admin,10.0.0.103,3389,failed,2025-07-20 09:14:39,9,6,0,5,2,-1,2
5497-6646,test,203.0.113.85,3389,disconnected,2025-07-18 17:04:27,17,4,8,1254,1,1,0
9442-2038,john,192.168.1.225,3389,failed,2025-07-04 22:30:29,22,4,4,648,2,1,0
4401-1705,admin,203.0.113.140,3389,connected,2025-07-30 21:06:04,21,2,0,1062,0,1,0
7464-3390,alice,203.0.113.43,3389,failed,2025-07-10 03:56:35,3,3,1,1208,2,1,1
6918-1206,root,10.0.0.186,3389,connected,2025-07-02 15:32:28,15,2,7,96,0,1,2
3391-9855,test,172.16.0.226,3389,disconnected,2025-07-23 04:03:29,4,2,8,395,1,1,1
4458-7475,alice,172.16.0.29,3389,failed,2025-07-27 22:02:36,22,6,1,430,2,1,2
2347-3767,root,10.0.0.81,3389,connected,2025-07-12 11:44:49,11,5,7,234,0,1,2
2787-2381,rdp_user,172.16.0.97,3389,connected,2025-07-05 00:26:48,0,5,5,505,0,1,1
8777-7060,john,198.51.100.47,3389,failed,2025-07-12 10:35:16,10,5,4,958,2,1,0
7533-7946,admin,10.0.0.242,3389,failed,2025-07-19 12:33:09,12,5,0,159,2,1,2
1673-7733,john,198.51.100.25,3389,failed,2025-07-21 02:35:37,2,0,4,929,2,1,1
3751-8274,remote,192.168.1.157,3389,connected,2025-07-10 15:30:21,15,3,6,572,0,1,2
9755-8322,alice,10.0.0.33,3389,connected,2025-07-28 10:51:09,10,0,1,181,0,1,2
1312-8433,remote,192.168.1.96,3389,connected,2025-07-12 05:22:19,5,5,6,758,0,1,1
8693-3653,rdp_user,172.16.0.183,3389,disconnected,2025-07-03 05:58:25,5,3,5,347,1,1,1
4278-3862,admin,192.168.1.114,3389,connected,2025-07-16 06:25:51,6,2,0,525,0,1,1
3351-5951,root,198.51.100.84,3389,failed,2025-07-08 01:00:55,1,1,7,999,2,1,1
7833-1973,admin,198.51.100.168,3389,connected,2025-07-09 12:21:12,12,2,0,838,0,1,0
5634-4241,user1,203.0.113.3,3389,connected,2025-07-05 07:16:27,7,5,9,1193,0,1,0
2101-8637,root,192.168.1.154,3389,disconnected,2025-07-24 13:08:06,13,3,7,569,1,1,2
7489-2735,remote,198.51.100.248,3389,failed,2025-07-25 13:47:33,13,4,6,927,2,1,0
3414-1024,admin,10.0.0.71,3389,connected,2025-07-22 05:32:34,5,1,0,223,0,1,1
4233-2328,john,192.168.1.193,3389,disconnected,2025-07-27 06:52:26,6,6,4,612,1,1,1
6027-3046,alice,203.0.113.243,3389,disconnected,2025-07-10 15:36:31,15,3,1,1176,1,1,0
8936-7793,remote,198.51.100.67,3389,failed,2025-07-16 15:37:02,15,2,6,980,2,1,0
9461-4586,root,192.168.1.199,3389,connected,2025-07-08 07:10:19,7,1,7,618,0,1,1
1839-5718,john,192.168.1.186,3389,disconnected,2025-07-10 09:43:41,9,3,4,604,1,1,1
7399-3295,root,192.168.1.230,3389,connected,2025-07-09 19:19:11,19,2,7,654,0,1,2
3868-4991,guest,10.0.0.128,3389,connected,2025-07-29 18:16:31,18,1,3,32,0,1,2
8099-5337,remote,10.0.0.94,3389,connected,2025-07-23 16:12:26,16,2,6,248,0,1,2
6117-2192,user1,203.0.113.10,3389,disconnected,2025-07-07 00:59:59,0,0,9,1017,1,-1,1
3025-8583,rdp_user,203.0.113.22,3389,failed,2025-07-09 17:45:34,17,2,5,1150,2,1,0
5207-7184,guest,10.0.0.42,3389,disconnected,2025-07-11 21:01:00,21,4,3,191,1,1,2
4764-3163,test,10.0.0.39,3389,connected,2025-07-27 10:56:00,10,6,8,187,0,1,2
9411-9965,root,172.16.0.230,3389,connected,2025-07-02 19:17:22,19,2,7,400,0,1,2
3364-6961,root,10.0.0.208,3389,disconnected,2025-07-06 12:23:25,12,6,7,121,1,1,2
7273-3014,guest,198.51.100.118,3389,failed,2025-07-08 22:12:11,22,1,3,783,2,1,0
